Gene	# disorder	gene size	disorder / size 
>lcl|NC_000913.3_cds_NP_416530.1_2041	4	205	0.019512195
>lcl|NC_000913.3_cds_YP_026257.1_3770	7	361	0.019390582
>lcl|NC_000913.3_cds_NP_418220.1_3750	10	516	0.019379845
>lcl|NC_000913.3_cds_NP_415049.1_515	8	413	0.01937046
>lcl|NC_000913.3_cds_NP_417187.1_2703	5	259	0.019305019
>lcl|NC_000913.3_cds_NP_418437.1_3966	6	311	0.019292605
>lcl|NC_000913.3_cds_NP_414774.1_235	8	416	0.019230769
>lcl|NC_000913.3_cds_NP_415350.2_821	12	625	0.0192
>lcl|NC_000913.3_cds_NP_415207.1_676	9	470	0.019148936
>lcl|NC_000913.3_cds_NP_416533.1_2044	9	470	0.019148936
>lcl|NC_000913.3_cds_NP_417381.1_2899	7	366	0.019125683
>lcl|NC_000913.3_cds_NP_415169.1_642	3	157	0.01910828
>lcl|NC_000913.3_cds_NP_416670.1_2180	6	314	0.01910828
>lcl|NC_000913.3_cds_553	7	367	0.019073569
>lcl|NC_000913.3_cds_NP_417254.4_2769	5	263	0.019011407
>lcl|NC_000913.3_cds_NP_417656.1_3176	8	421	0.019002375
>lcl|NC_000913.3_cds_NP_418719.1_4249	5	264	0.018939394
>lcl|NC_000913.3_cds_NP_416039.1_1535	6	317	0.018927445
>lcl|NC_000913.3_cds_NP_414755.1_216	3	159	0.018867925
>lcl|NC_000913.3_cds_NP_416818.1_2332	8	424	0.018867925
>lcl|NC_000913.3_cds_NP_418337.1_3868	2	106	0.018867925
>lcl|NC_000913.3_cds_NP_416203.1_1709	7	372	0.018817204
>lcl|NC_000913.3_cds_NP_415377.1_848	6	319	0.018808777
>lcl|NC_000913.3_cds_NP_414662.1_120	5	266	0.018796992
>lcl|NC_000913.3_cds_NP_415374.1_845	3	160	0.01875
>lcl|NC_000913.3_cds_NP_415928.1_1422	11	587	0.018739353
>lcl|NC_000913.3_cds_NP_415933.1_1427	9	481	0.018711019
>lcl|NC_000913.3_cds_NP_414745.1_204	5	268	0.018656716
>lcl|NC_000913.3_cds_NP_415014.1_480	3	161	0.01863354
>lcl|NC_000913.3_cds_NP_417985.1_3505	8	430	0.018604651
>lcl|NC_000913.3_cds_NP_415841.4_1332	6	323	0.018575851
>lcl|NC_000913.3_cds_NP_416556.1_2067	6	323	0.018575851
>lcl|NC_000913.3_cds_NP_418465.4_3995	15	809	0.018541409
>lcl|NC_000913.3_cds_YP_009518735.1_57	1	54	0.018518519
>lcl|NC_000913.3_cds_YP_026197.1_3013	3	162	0.018518519
>lcl|NC_000913.3_cds_NP_415447.1_918	4	217	0.01843318
>lcl|NC_000913.3_cds_NP_416625.1_2135	7	380	0.018421053
>lcl|NC_000913.3_cds_NP_415304.1_774	3	163	0.018404908
>lcl|NC_000913.3_cds_NP_414706.2_165	5	272	0.018382353
>lcl|NC_000913.3_cds_NP_415387.1_858	2	109	0.018348624
>lcl|NC_000913.3_cds_NP_415819.4_1309	6	327	0.018348624
>lcl|NC_000913.3_cds_NP_416796.2_2310	4	218	0.018348624
>lcl|NC_000913.3_cds_NP_417990.4_3510	16	874	0.018306636
>lcl|NC_000913.3_cds_NP_417244.1_2760	11	601	0.018302829
>lcl|NC_000913.3_cds_NP_418386.1_3916	14	767	0.018252934
>lcl|NC_000913.3_cds_NP_418117.1_3642	5	274	0.018248175
>lcl|NC_000913.3_cds_NP_418475.1_4005	6	329	0.018237082
>lcl|NC_000913.3_cds_NP_417256.1_2771	9	494	0.018218623
>lcl|NC_000913.3_cds_NP_414593.1_51	5	275	0.018181818
>lcl|NC_000913.3_cds_NP_414620.1_80	3	165	0.018181818
>lcl|NC_000913.3_cds_NP_414873.1_340	4	221	0.018099548
>lcl|NC_000913.3_cds_NP_417497.1_3015	4	221	0.018099548
>lcl|NC_000913.3_cds_NP_415489.4_960	2	111	0.018018018
>lcl|NC_000913.3_cds_NP_415764.4_1247	2	111	0.018018018
>lcl|NC_000913.3_cds_NP_417792.2_3311	7	389	0.017994859
>lcl|NC_000913.3_cds_NP_416071.1_1571	3	167	0.017964072
>lcl|NC_000913.3_cds_NP_417217.1_2733	7	390	0.017948718
>lcl|NC_000913.3_cds_NP_418535.1_4066	9	502	0.017928287
>lcl|NC_000913.3_cds_NP_416218.1_1724	5	279	0.017921147
>lcl|NC_000913.3_cds_NP_414941.1_406	2	112	0.017857143
>lcl|NC_000913.3_cds_NP_416949.1_2465	5	280	0.017857143
>lcl|NC_000913.3_cds_NP_417267.1_2783	8	448	0.017857143
>lcl|NC_000913.3_cds_NP_417920.1_3440	4	224	0.017857143
>lcl|NC_000913.3_cds_NP_418761.1_4297	1	56	0.017857143
>lcl|NC_000913.3_cds_NP_418441.1_3970	13	730	0.017808219
>lcl|NC_000913.3_cds_NP_417899.1_3418	7	394	0.017766497
>lcl|NC_000913.3_cds_NP_414702.1_161	9	507	0.017751479
>lcl|NC_000913.3_cds_NP_416301.1_1808	3	169	0.017751479
>lcl|NC_000913.3_cds_NP_418448.1_3977	8	451	0.017738359
>lcl|NC_000913.3_cds_NP_417379.1_2897	17	959	0.017726799
>lcl|NC_000913.3_cds_NP_417926.1_3446	13	734	0.017711172
>lcl|NC_000913.3_cds_NP_415773.1_1257	3	170	0.017647059
>lcl|NC_000913.3_cds_NP_418559.1_4092	10	567	0.017636684
>lcl|NC_000913.3_cds_NP_416778.2_2292	5	284	0.017605634
>lcl|NC_000913.3_cds_NP_417955.1_3474	12	682	0.017595308
>lcl|NC_000913.3_cds_NP_415225.1_693	12	684	0.01754386
>lcl|NC_000913.3_cds_NP_416328.1_1837	8	456	0.01754386
>lcl|NC_000913.3_cds_NP_417821.1_3341	1	57	0.01754386
>lcl|NC_000913.3_cds_NP_418015.1_3536	5	285	0.01754386
>lcl|NC_000913.3_cds_NP_417827.1_3347	8	459	0.017429194
>lcl|NC_000913.3_cds_NP_416752.1_2265	7	402	0.017412935
>lcl|NC_000913.3_cds_NP_418619.1_4154	4	230	0.017391304
>lcl|NC_000913.3_cds_NP_416750.2_2263	7	403	0.017369727
>lcl|NC_000913.3_cds_NP_417075.1_2596	4	231	0.017316017
>lcl|NC_000913.3_cds_NP_418502.1_4033	4	231	0.017316017
>lcl|NC_000913.3_cds_NP_418189.1_3718	5	289	0.017301038
>lcl|NC_000913.3_cds_NP_416885.1_2401	6	347	0.017291066
>lcl|NC_000913.3_cds_NP_417192.1_2708	13	752	0.017287234
>lcl|NC_000913.3_cds_YP_588451.1_1362	1	58	0.017241379
>lcl|NC_000913.3_cds_NP_417157.1_2673	2	116	0.017241379
>lcl|NC_000913.3_cds_NP_417460.1_2979	4	232	0.017241379
>lcl|NC_000913.3_cds_NP_418265.1_3795	5	291	0.017182131
>lcl|NC_000913.3_cds_NP_418509.1_4041	4	233	0.017167382
>lcl|NC_000913.3_cds_NP_417258.4_2774	5	292	0.017123288
>lcl|NC_000913.3_cds_NP_417933.1_3453	9	526	0.017110266
>lcl|NC_000913.3_cds_360	4	234	0.017094017
>lcl|NC_000913.3_cds_NP_417225.1_2741	6	351	0.017094017
>lcl|NC_000913.3_cds_NP_415146.1_620	5	294	0.017006803
>lcl|NC_000913.3_cds_NP_418387.3_3917	5	294	0.017006803
>lcl|NC_000913.3_cds_NP_415831.1_1321	6	353	0.016997167
>lcl|NC_000913.3_cds_NP_415407.1_878	10	590	0.016949153
>lcl|NC_000913.3_cds_YP_588446.1_985	1	59	0.016949153
>lcl|NC_000913.3_cds_NP_415861.1_1355	7	413	0.016949153
>lcl|NC_000913.3_cds_NP_417072.4_2593	5	295	0.016949153
>lcl|NC_000913.3_cds_NP_415141.1_615	7	414	0.016908213
>lcl|NC_000913.3_cds_NP_415805.1_1294	2	119	0.016806723
>lcl|NC_000913.3_cds_NP_414728.1_186	12	715	0.016783217
>lcl|NC_000913.3_cds_NP_415910.1_1404	6	358	0.016759777
>lcl|NC_000913.3_cds_NP_418001.1_3522	9	537	0.016759777
>lcl|NC_000913.3_cds_NP_415390.4_861	8	478	0.016736402
>lcl|NC_000913.3_cds_NP_416202.1_1708	17	1020	0.016666667
>lcl|NC_000913.3_cds_NP_414955.1_420	5	301	0.016611296
>lcl|NC_000913.3_cds_NP_416747.1_2259	5	301	0.016611296
>lcl|NC_000913.3_cds_NP_417809.1_3329	10	603	0.016583748
>lcl|NC_000913.3_cds_NP_415818.1_1308	7	423	0.016548463
>lcl|NC_000913.3_cds_NP_416583.1_2096	4	242	0.016528926
>lcl|NC_000913.3_cds_NP_418575.1_4109	2	121	0.016528926
>lcl|NC_000913.3_cds_NP_418549.1_4081	9	545	0.016513761
>lcl|NC_000913.3_cds_NP_415462.1_933	3	182	0.016483516
>lcl|NC_000913.3_cds_NP_417232.1_2748	5	304	0.016447368
>lcl|NC_000913.3_cds_NP_417732.1_3251	17	1036	0.016409266
>lcl|NC_000913.3_cds_NP_414927.1_393	5	305	0.016393443
>lcl|NC_000913.3_cds_NP_416715.1_2226	9	549	0.016393443
>lcl|NC_000913.3_cds_NP_416863.1_2376	2	122	0.016393443
>lcl|NC_000913.3_cds_NP_418055.1_3579	2	122	0.016393443
>lcl|NC_000913.3_cds_NP_418727.1_4258	3	183	0.016393443
>lcl|NC_000913.3_cds_NP_418567.1_4099	9	550	0.016363636
>lcl|NC_000913.3_cds_NP_417148.1_2664	7	428	0.01635514
>lcl|NC_000913.3_cds_YP_026171.3_2623	7	430	0.01627907
>lcl|NC_000913.3_cds_NP_415941.5_1436	9	553	0.016274864
>lcl|NC_000913.3_cds_NP_414625.1_84	2	123	0.016260163
>lcl|NC_000913.3_cds_NP_415241.1_710	4	246	0.016260163
>lcl|NC_000913.3_cds_NP_417412.1_2931	5	308	0.016233766
>lcl|NC_000913.3_cds_NP_418222.1_3752	8	493	0.016227181
>lcl|NC_000913.3_cds_NP_417561.1_3082	3	185	0.016216216
>lcl|NC_000913.3_cds_NP_415422.1_893	4	248	0.016129032
>lcl|NC_000913.3_cds_NP_415668.1_1142	1	62	0.016129032
>lcl|NC_000913.3_cds_NP_416199.1_1705	2	124	0.016129032
>lcl|NC_000913.3_cds_NP_417530.2_3051	2	124	0.016129032
>lcl|NC_000913.3_cds_NP_418242.1_3772	4	248	0.016129032
>lcl|NC_000913.3_cds_NP_418637.1_4172	3	186	0.016129032
>lcl|NC_000913.3_cds_NP_414627.1_86	8	497	0.016096579
>lcl|NC_000913.3_cds_NP_417526.1_3047	7	435	0.016091954
>lcl|NC_000913.3_cds_NP_418518.1_4050	3	187	0.016042781
>lcl|NC_000913.3_cds_NP_415018.1_485	5	312	0.016025641
>lcl|NC_000913.3_cds_YP_025309.2_1900	4	250	0.016
>lcl|NC_000913.3_cds_NP_416224.1_1730	4	251	0.015936255
>lcl|NC_000913.3_cds_NP_417176.1_2692	1	63	0.015873016
>lcl|NC_000913.3_cds_NP_418689.1_4221	3	189	0.015873016
>lcl|NC_000913.3_cds_NP_415298.1_768	4	253	0.015810277
>lcl|NC_000913.3_cds_NP_416372.1_1883	4	253	0.015810277
>lcl|NC_000913.3_cds_NP_417430.1_2949	6	380	0.015789474
>lcl|NC_000913.3_cds_NP_414592.1_50	2	127	0.015748031
>lcl|NC_000913.3_cds_NP_415622.1_1094	2	127	0.015748031
>lcl|NC_000913.3_cds_NP_417737.1_3256	4	254	0.015748031
>lcl|NC_000913.3_cds_NP_416016.1_1513	4	255	0.015686275
>lcl|NC_000913.3_cds_NP_417319.1_2836	4	255	0.015686275
>lcl|NC_000913.3_cds_NP_414819.1_285	5	320	0.015625
>lcl|NC_000913.3_cds_NP_416846.2_2360	7	448	0.015625
>lcl|NC_000913.3_cds_NP_417112.1_2632	5	320	0.015625
>lcl|NC_000913.3_cds_NP_416030.1_1526	8	513	0.015594542
>lcl|NC_000913.3_cds_YP_026233.1_3568	6	385	0.015584416
>lcl|NC_000913.3_cds_NP_415456.4_927	5	321	0.015576324
>lcl|NC_000913.3_cds_NP_415351.1_822	8	514	0.015564202
>lcl|NC_000913.3_cds_NP_415911.1_1405	4	257	0.015564202
>lcl|NC_000913.3_cds_NP_418354.1_3885	4	257	0.015564202
>lcl|NC_000913.3_cds_NP_418707.1_4237	4	257	0.015564202
>lcl|NC_000913.3_cds_NP_416962.1_2478	3	193	0.015544041
>lcl|NC_000913.3_cds_NP_418641.1_4176	9	579	0.015544041
>lcl|NC_000913.3_cds_NP_415839.1_1330	8	515	0.015533981
>lcl|NC_000913.3_cds_NP_417352.2_2869	4	258	0.015503876
>lcl|NC_000913.3_cds_NP_418631.2_4166	5	323	0.015479876
>lcl|NC_000913.3_cds_NP_418809.4_4346	10	647	0.015455951
>lcl|NC_000913.3_cds_NP_417080.4_2601	7	453	0.015452539
>lcl|NC_000913.3_cds_NP_417484.1_3002	6	389	0.015424165
>lcl|NC_000913.3_cds_NP_417971.1_3491	16	1039	0.015399423
>lcl|NC_000913.3_cds_NP_414943.1_408	5	325	0.015384615
>lcl|NC_000913.3_cds_NP_416369.1_1880	5	325	0.015384615
>lcl|NC_000913.3_cds_NP_417277.1_2793	7	457	0.015317287
>lcl|NC_000913.3_cds_NP_414683.1_141	3	196	0.015306122
>lcl|NC_000913.3_cds_NP_415722.1_1202	3	196	0.015306122
>lcl|NC_000913.3_cds_NP_415195.1_668	6	393	0.015267176
>lcl|NC_000913.3_cds_NP_418121.1_3647	9	590	0.015254237
>lcl|NC_000913.3_cds_NP_418395.1_3925	7	459	0.015250545
>lcl|NC_000913.3_cds_NP_416363.1_1874	6	394	0.015228426
>lcl|NC_000913.3_cds_NP_417469.1_2988	6	394	0.015228426
>lcl|NC_000913.3_cds_NP_414723.1_181	4	264	0.015151515
>lcl|NC_000913.3_cds_NP_415918.1_1412	3	198	0.015151515
>lcl|NC_000913.3_cds_NP_418787.1_4322	4	264	0.015151515
>lcl|NC_000913.3_cds_NP_417349.4_2866	7	463	0.01511879
>lcl|NC_000913.3_cds_NP_417587.1_3107	5	331	0.01510574
>lcl|NC_000913.3_cds_NP_418062.1_3587	6	398	0.015075377
>lcl|NC_000913.3_cds_NP_415642.1_1114	4	266	0.015037594
>lcl|NC_000913.3_cds_NP_418074.1_3599	6	400	0.015
>lcl|NC_000913.3_cds_NP_414681.1_139	13	867	0.014994233
>lcl|NC_000913.3_cds_NP_415220.1_688	11	734	0.014986376
>lcl|NC_000913.3_cds_NP_415078.1_545	4	267	0.014981273
>lcl|NC_000913.3_cds_NP_414794.4_258	7	469	0.014925373
>lcl|NC_000913.3_cds_NP_417236.1_2752	3	201	0.014925373
>lcl|NC_000913.3_cds_NP_416480.1_1990	5	336	0.014880952
>lcl|NC_000913.3_cds_NP_416937.2_2453	6	404	0.014851485
>lcl|NC_000913.3_cds_NP_417937.1_3457	4	270	0.014814815
>lcl|NC_000913.3_cds_NP_416374.1_1885	5	338	0.014792899
>lcl|NC_000913.3_cds_NP_414886.1_353	5	339	0.014749263
>lcl|NC_000913.3_cds_NP_415664.2_1136	1	68	0.014705882
>lcl|NC_000913.3_cds_NP_416744.1_2256	8	544	0.014705882
>lcl|NC_000913.3_cds_NP_417241.1_2757	13	890	0.014606742
>lcl|NC_000913.3_cds_NP_415482.1_953	10	686	0.014577259
>lcl|NC_000913.3_cds_NP_414821.1_287	3	206	0.014563107
>lcl|NC_000913.3_cds_NP_416652.4_2162	6	413	0.014527845
>lcl|NC_000913.3_cds_NP_414741.1_200	5	345	0.014492754
>lcl|NC_000913.3_cds_NP_417531.1_3052	3	207	0.014492754
>lcl|NC_000913.3_cds_NP_418773.1_4308	1	69	0.014492754
>lcl|NC_000913.3_cds_NP_415044.4_510	7	486	0.014403292
>lcl|NC_000913.3_cds_NP_418789.1_4325	2	139	0.014388489
>lcl|NC_000913.3_cds_NP_415123.1_597	6	418	0.014354067
>lcl|NC_000913.3_cds_NP_416461.1_1973	3	209	0.014354067
>lcl|NC_000913.3_cds_NP_414889.1_356	4	279	0.014336918
>lcl|NC_000913.3_cds_NP_418331.1_3862	4	279	0.014336918
>lcl|NC_000913.3_cds_NP_414796.2_260	5	350	0.014285714
>lcl|NC_000913.3_cds_NP_417782.1_3301	7	491	0.014256619
>lcl|NC_000913.3_cds_YP_009029994.1_518	6	421	0.014251781
>lcl|NC_000913.3_cds_NP_417931.4_3451	5	351	0.014245014
>lcl|NC_000913.3_cds_NP_415638.3_1110	4	281	0.014234875
>lcl|NC_000913.3_cds_NP_418104.2_3629	8	562	0.014234875
>lcl|NC_000913.3_cds_NP_415130.1_604	10	703	0.014224751
>lcl|NC_000913.3_cds_NP_416932.1_2448	5	352	0.014204545
>lcl|NC_000913.3_cds_NP_417674.1_3194	3	212	0.014150943
>lcl|NC_000913.3_cds_NP_416322.1_1831	9	638	0.014106583
>lcl|NC_000913.3_cds_NP_416216.5_1722	8	568	0.014084507
>lcl|NC_000913.3_cds_NP_418328.1_3859	3	213	0.014084507
>lcl|NC_000913.3_cds_NP_418425.1_3954	5	356	0.014044944
>lcl|NC_000913.3_cds_NP_418613.2_4148	5	356	0.014044944
>lcl|NC_000913.3_cds_NP_415055.1_521	5	357	0.014005602
>lcl|NC_000913.3_cds_NP_415733.1_1213	4	286	0.013986014
>lcl|NC_000913.3_cds_NP_414585.1_43	6	430	0.013953488
>lcl|NC_000913.3_cds_NP_418402.2_3932	4	287	0.013937282
>lcl|NC_000913.3_cds_NP_416214.1_1720	6	431	0.013921114
>lcl|NC_000913.3_cds_NP_417276.1_2792	6	431	0.013921114
>lcl|NC_000913.3_cds_NP_415826.1_1316	6	432	0.013888889
>lcl|NC_000913.3_cds_NP_418753.3_4289	4	288	0.013888889
>lcl|NC_000913.3_cds_NP_417189.2_2705	7	506	0.013833992
>lcl|NC_000913.3_cds_NP_416169.1_1674	3	217	0.013824885
>lcl|NC_000913.3_cds_NP_418598.1_4133	6	434	0.013824885
>lcl|NC_000913.3_cds_NP_416367.1_1878	4	291	0.013745704
>lcl|NC_000913.3_cds_NP_415993.1_1488	3	219	0.01369863
>lcl|NC_000913.3_cds_NP_416973.1_2491	4	294	0.013605442
>lcl|NC_000913.3_cds_NP_418604.1_4139	3	221	0.013574661
>lcl|NC_000913.3_cds_YP_026223.1_3437	5	369	0.013550136
>lcl|NC_000913.3_cds_NP_418380.4_3911	5	369	0.013550136
>lcl|NC_000913.3_cds_NP_418375.1_3906	11	812	0.013546798
>lcl|NC_000913.3_cds_NP_415651.4_1123	5	370	0.013513514
>lcl|NC_000913.3_cds_NP_416091.1_1593	1	74	0.013513514
>lcl|NC_000913.3_cds_NP_418326.2_3857	1	74	0.013513514
>lcl|NC_000913.3_cds_NP_416157.1_1662	5	371	0.013477089
>lcl|NC_000913.3_cds_NP_418170.1_3699	6	447	0.013422819
>lcl|NC_000913.3_cds_NP_418436.1_3965	2	149	0.013422819
>lcl|NC_000913.3_cds_NP_418459.1_3989	5	373	0.013404826
>lcl|NC_000913.3_cds_NP_414826.1_292	3	224	0.013392857
>lcl|NC_000913.3_cds_NP_415101.1_573	10	747	0.013386881
>lcl|NC_000913.3_cds_NP_416112.1_1615	4	299	0.013377926
>lcl|NC_000913.3_cds_NP_417391.1_2911	4	299	0.013377926
>lcl|NC_000913.3_cds_NP_415502.4_973	2	150	0.013333333
>lcl|NC_000913.3_cds_NP_417396.4_2916	4	300	0.013333333
>lcl|NC_000913.3_cds_NP_416981.1_2499	7	528	0.013257576
>lcl|NC_000913.3_cds_NP_414674.1_132	4	302	0.013245033
>lcl|NC_000913.3_cds_NP_415023.1_490	3	227	0.013215859
>lcl|NC_000913.3_cds_NP_418791.1_4327	3	227	0.013215859
>lcl|NC_000913.3_cds_NP_415314.1_784	5	379	0.013192612
>lcl|NC_000913.3_cds_NP_418776.1_4311	6	455	0.013186813
>lcl|NC_000913.3_cds_NP_415821.1_1311	1	76	0.013157895
>lcl|NC_000913.3_cds_YP_026204.1_3102	6	456	0.013157895
>lcl|NC_000913.3_cds_NP_416359.1_1870	9	688	0.013081395
>lcl|NC_000913.3_cds_NP_414744.1_203	4	306	0.013071895
>lcl|NC_000913.3_cds_NP_416019.1_1516	4	306	0.013071895
>lcl|NC_000913.3_cds_NP_418766.4_4301	6	461	0.013015184
>lcl|NC_000913.3_cds_NP_415483.2_954	2	154	0.012987013
>lcl|NC_000913.3_cds_NP_418188.1_3717	6	462	0.012987013
>lcl|NC_000913.3_cds_NP_417117.1_2637	7	540	0.012962963
>lcl|NC_000913.3_cds_NP_418116.1_3641	4	309	0.012944984
>lcl|NC_000913.3_cds_NP_416633.1_2144	4	310	0.012903226
>lcl|NC_000913.3_cds_NP_415736.2_1219	3	233	0.012875536
>lcl|NC_000913.3_cds_NP_418327.1_3858	4	311	0.012861736
>lcl|NC_000913.3_cds_NP_417078.4_2599	3	234	0.012820513
>lcl|NC_000913.3_cds_NP_417350.1_2867	4	312	0.012820513
>lcl|NC_000913.3_cds_NP_417688.1_3208	2	156	0.012820513
>lcl|NC_000913.3_cds_NP_418616.1_4151	2	156	0.012820513
>lcl|NC_000913.3_cds_NP_418658.1_4191	2	156	0.012820513
>lcl|NC_000913.3_cds_NP_417316.1_2833	4	313	0.012779553
>lcl|NC_000913.3_cds_NP_416581.1_2094	6	473	0.012684989
>lcl|NC_000913.3_cds_NP_414611.1_69	7	553	0.012658228
>lcl|NC_000913.3_cds_NP_414855.1_323	6	474	0.012658228
>lcl|NC_000913.3_cds_NP_414949.1_414	2	158	0.012658228
>lcl|NC_000913.3_cds_NP_416975.1_2493	2	158	0.012658228
>lcl|NC_000913.3_cds_NP_418010.2_3531	3	238	0.012605042
>lcl|NC_000913.3_cds_NP_416515.1_2024	6	477	0.012578616
>lcl|NC_000913.3_cds_NP_418030.1_3552	2	159	0.012578616
>lcl|NC_000913.3_cds_NP_415448.1_919	5	398	0.012562814
>lcl|NC_000913.3_cds_NP_417459.1_2978	3	239	0.012552301
>lcl|NC_000913.3_cds_NP_416871.1_2386	15	1199	0.012510425
>lcl|NC_000913.3_cds_NP_417869.1_3388	1	80	0.0125
>lcl|NC_000913.3_cds_NP_417299.1_2815	14	1124	0.012455516
>lcl|NC_000913.3_cds_NP_415705.1_1184	3	241	0.012448133
>lcl|NC_000913.3_cds_NP_414590.1_48	2	161	0.01242236
>lcl|NC_000913.3_cds_NP_417065.1_2585	2	161	0.01242236
>lcl|NC_000913.3_cds_NP_416426.1_1940	3	242	0.012396694
>lcl|NC_000913.3_cds_NP_417405.1_2925	4	323	0.012383901
>lcl|NC_000913.3_cds_YP_025306.1_1683	5	405	0.012345679
>lcl|NC_000913.3_cds_NP_417675.1_3195	3	244	0.012295082
>lcl|NC_000913.3_cds_NP_416561.1_2072	5	407	0.012285012
>lcl|NC_000913.3_cds_NP_417719.1_3239	4	326	0.012269939
>lcl|NC_000913.3_cds_YP_009518744.1_275	3	245	0.012244898
>lcl|NC_000913.3_cds_NP_415680.1_1157	3	245	0.012244898
>lcl|NC_000913.3_cds_NP_417421.4_2940	3	245	0.012244898
>lcl|NC_000913.3_cds_NP_415177.4_650	4	327	0.012232416
>lcl|NC_000913.3_cds_NP_415392.1_863	7	574	0.012195122
>lcl|NC_000913.3_cds_NP_417242.1_2758	3	246	0.012195122
>lcl|NC_000913.3_cds_NP_416366.1_1877	6	493	0.012170385
>lcl|NC_000913.3_cds_NP_417043.1_2562	4	329	0.012158055
>lcl|NC_000913.3_cds_NP_415554.4_1027	2	165	0.012121212
>lcl|NC_000913.3_cds_NP_417328.1_2846	2	165	0.012121212
>lcl|NC_000913.3_cds_NP_418041.1_3563	3	248	0.012096774
>lcl|NC_000913.3_cds_NP_415659.1_1131	1	83	0.012048193
>lcl|NC_000913.3_cds_NP_415332.1_802	3	250	0.012
>lcl|NC_000913.3_cds_NP_418333.1_3864	7	584	0.011986301
>lcl|NC_000913.3_cds_NP_416418.1_1931	2	167	0.011976048
>lcl|NC_000913.3_cds_NP_417419.1_2938	2	167	0.011976048
>lcl|NC_000913.3_cds_NP_415347.1_818	3	251	0.011952191
>lcl|NC_000913.3_cds_NP_417884.1_3403	6	503	0.011928429
>lcl|NC_000913.3_cds_NP_416958.1_2474	9	761	0.011826544
>lcl|NC_000913.3_cds_NP_416132.2_1636	5	423	0.011820331
>lcl|NC_000913.3_cds_NP_414983.1_448	7	595	0.011764706
>lcl|NC_000913.3_cds_NP_417540.1_3061	2	170	0.011764706
>lcl|NC_000913.3_cds_3576	1	85	0.011764706
>lcl|NC_000913.3_cds_NP_418540.1_4072	3	255	0.011764706
>lcl|NC_000913.3_cds_NP_416097.1_1600	4	341	0.011730205
>lcl|NC_000913.3_cds_NP_416120.1_1624	6	512	0.01171875
>lcl|NC_000913.3_cds_NP_416212.1_1718	3	256	0.01171875
>lcl|NC_000913.3_cds_NP_417936.1_3456	3	256	0.01171875
>lcl|NC_000913.3_cds_NP_415925.2_1419	9	770	0.011688312
>lcl|NC_000913.3_cds_NP_416136.1_1640	3	257	0.011673152
>lcl|NC_000913.3_cds_NP_417171.1_2687	6	514	0.011673152
>lcl|NC_000913.3_cds_NP_417018.4_2536	5	429	0.011655012
>lcl|NC_000913.3_cds_NP_414985.1_450	5	430	0.011627907
>lcl|NC_000913.3_cds_NP_415514.1_988	4	344	0.011627907
>lcl|NC_000913.3_cds_NP_415846.1_1339	4	345	0.011594203
>lcl|NC_000913.3_cds_NP_417211.1_2727	8	694	0.011527378
>lcl|NC_000913.3_cds_NP_417250.4_2766	3	261	0.011494253
>lcl|NC_000913.3_cds_NP_418798.1_4335	3	261	0.011494253
>lcl|NC_000913.3_cds_NP_416723.1_2234	7	610	0.01147541
>lcl|NC_000913.3_cds_NP_416219.1_1725	4	350	0.011428571
>lcl|NC_000913.3_cds_NP_418530.1_4061	3	264	0.011363636
>lcl|NC_000913.3_cds_NP_416727.1_2238	5	442	0.011312217
>lcl|NC_000913.3_cds_NP_418434.1_3963	6	531	0.011299435
>lcl|NC_000913.3_cds_NP_414830.1_297	1	89	0.011235955
>lcl|NC_000913.3_cds_NP_416484.2_1994	3	267	0.011235955
>lcl|NC_000913.3_cds_NP_418738.1_4271	2	178	0.011235955
>lcl|NC_000913.3_cds_NP_414700.1_159	3	268	0.01119403
>lcl|NC_000913.3_cds_NP_415563.1_1036	2	179	0.011173184
>lcl|NC_000913.3_cds_NP_418334.1_3865	4	358	0.011173184
>lcl|NC_000913.3_cds_NP_415806.1_1295	3	270	0.011111111
>lcl|NC_000913.3_cds_NP_416742.1_2254	4	360	0.011111111
>lcl|NC_000913.3_cds_NP_418477.1_4007	4	361	0.011080332
>lcl|NC_000913.3_cds_NP_414756.2_217	9	816	0.011029412
>lcl|NC_000913.3_cds_NP_416753.4_2266	2	182	0.010989011
>lcl|NC_000913.3_cds_NP_416784.1_2298	2	182	0.010989011
>lcl|NC_000913.3_cds_NP_417511.3_3029	3	273	0.010989011
>lcl|NC_000913.3_cds_NP_415624.1_1096	3	276	0.010869565
>lcl|NC_000913.3_cds_NP_416274.1_1781	1	92	0.010869565
>lcl|NC_000913.3_cds_NP_416829.1_2343	2	184	0.010869565
>lcl|NC_000913.3_cds_NP_417973.1_3493	3	276	0.010869565
>lcl|NC_000913.3_cds_NP_418551.1_4083	1	92	0.010869565
>lcl|NC_000913.3_cds_NP_415397.1_868	6	554	0.010830325
>lcl|NC_000913.3_cds_NP_418140.4_3668	6	555	0.010810811
>lcl|NC_000913.3_cds_NP_418745.3_4278	3	278	0.010791367
>lcl|NC_000913.3_cds_NP_416700.1_2210	7	649	0.010785824
>lcl|NC_000913.3_cds_NP_415730.1_1210	3	279	0.010752688
>lcl|NC_000913.3_cds_NP_416803.3_2317	2	186	0.010752688
>lcl|NC_000913.3_cds_NP_418609.4_4144	1	93	0.010752688
>lcl|NC_000913.3_cds_NP_417418.1_2937	5	466	0.010729614
>lcl|NC_000913.3_cds_4059	3	280	0.010714286
